event,duration,transition,velocity
56,0.1708333333333333 (~3/16),0.17291666666666666 (~3/16),96 (f)
66,0.1604166666666666 (~3/16),0.8270833333333333 (~7/8),96 (f)
69,0.4958333333333332 (~1/2),1.5 (~9/8),49 (ppp)
77,0.4979166666666667 (~1/2),0.5 (1/2),127 (ffff)
72,0.4979166666666667 (~1/2),0.5 (1/2),127 (ffff)
67,0.4979166666666667 (~1/2),0.5 (1/2),49 (ppp)
71,0.4729166666666666 (~1/2),1.0 (1),49 (ppp)
63,0.1708333333333333 (~3/16),0.17291666666666666 (~3/16),112 (fff)
50,0.1604166666666666 (~3/16),0.32708333333333334 (~1/4),112 (fff)
75,0.1708333333333333 (~3/16),0.17291666666666666 (~3/16),112 (fff)
88,0.1604166666666666 (~3/16),2.3270833333333334 (~9/8),112 (fff)
82,0.4979166666666667 (~1/2),0.5 (1/2),96 (f)
56,0.4729166666666666 (~1/2),7.5 (~9/8),96 (f)
75,3.997916666666667 (~9/8),3.0 (~9/8),49 (ppp)
59,0.9979166666666668 (~1),1.0 (1),49 (ppp)
70,0.9479166666666666 (~1),1.0 (1),49 (ppp)
62,3.997916666666667 (~9/8),5.0 (~9/8),49 (ppp)
37,0.4979166666666667 (~1/2),1.0 (1),96 (f)
60,0.4979166666666667 (~1/2),1.0 (1),96 (f)
66,2.997916666666667 (~9/8),1.0 (1),96 (f)
52,1.9979166666666663 (~9/8),2.0 (~9/8),96 (f)
55,1.8979166666666667 (~9/8),5.0 (~9/8),96 (f)
89,2.997916666666667 (~9/8),2.0 (~9/8),115 (fff)
57,0.9979166666666668 (~1),1.0 (1),49 (ppp)
68,0.9479166666666666 (~1),3.0 (~9/8),49 (ppp)
63,3.7979166666666666 (~9/8),3.0 (~9/8),96 (f)
55,0.9979166666666668 (~1),1.0 (1),96 (f)
68,0.9479166666666666 (~1),1.0 (1),96 (f)
76,3.997916666666667 (~9/8),5.0 (~9/8),96 (f)
89,0.4979166666666667 (~1/2),1.0 (1),96 (f)
42,0.4979166666666667 (~1/2),1.0 (1),96 (f)
48,2.997916666666667 (~9/8),1.0 (1),96 (f)
62,1.9979166666666663 (~9/8),2.0 (~9/8),96 (f)
59,1.8979166666666667 (~9/8),5.0 (~9/8),96 (f)
73,2.847916666666667 (~9/8),2.0 (~9/8),49 (ppp)
57,0.9979166666666668 (~1),1.0 (1),49 (ppp)
70,0.9479166666666666 (~1),2.0 (~9/8),49 (ppp)
68,0.9979166666666668 (~1),1.0 (1),96 (f)
57,0.9479166666666666 (~1),1.0 (1),96 (f)
89,2.847916666666667 (~9/8),1.0 (1),96 (f)
67,2.997916666666667 (~9/8),2.0 (~9/8),96 (f)
64,1.9979166666666663 (~9/8),1.0 (1),96 (f)
78,1.8979166666666667 (~9/8),2.0 (~9/8),96 (f)
72,0.9979166666666668 (~1),1.0 (1),49 (ppp)
61,0.9479166666666666 (~1),2.0 (~9/8),49 (ppp)
70,0.9979166666666668 (~1),1.0 (1),49 (ppp)
59,0.9479166666666666 (~1),2.0 (~9/8),41 (ppp)
75,0.4979166666666667 (~1/2),3.0 (~9/8),33 (pppp)
88,0.4979166666666667 (~1/2),1.0 (1),33 (pppp)
71,0.4979166666666667 (~1/2),1.0 (1),33 (pppp)
75,0.4979166666666667 (~1/2),1.0 (1),33 (pppp)
73,0.4979166666666667 (~1/2),2.0 (~9/8),33 (pppp)
79,0.9979166666666668 (~1),1.0 (1),49 (ppp)
65,0.9979166666666668 (~1),1.0 (1),49 (ppp)
56,0.9479166666666666 (~1),1.0 (1),49 (ppp)
78,0.9979166666666668 (~1),1.0 (1),49 (ppp)
69,0.9479166666666666 (~1),3.0 (~9/8),49 (ppp)
