event,duration,transition,velocity
pause,10.0 (~9/8),10.0 (~9/8),0
44,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
73,2.0 (~9/8),0.5 (1/2),64 (p)
71,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
44,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
70,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
42,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
71,1.0 (1),0.5 (1/2),64 (p)
73,1.5 (~9/8),0.6791666666666667 (~3/4),64 (p)
75,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
66,1.0 (1),0.17916666666666667 (~3/16),64 (p)
77,0.5 (1/2),0.5 (1/2),64 (p)
75,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
71,1.5 (~9/8),0.17916666666666667 (~3/16),64 (p)
73,1.0 (1),1.0 (1),64 (p)
80,1.0 (1),0.32083333333333336 (~1/4),64 (p)
70,0.5 (1/2),0.5 (1/2),64 (p)
68,1.0 (1),0.17916666666666667 (~3/16),64 (p)
73,1.5 (~9/8),0.8208333333333333 (~7/8),64 (p)
66,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
54,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
65,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
75,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
66,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
77,1.0 (1),0.32083333333333336 (~1/4),64 (p)
68,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
50,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
70,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
78,2.0 (~9/8),0.32083333333333336 (~1/4),64 (p)
68,0.5 (1/2),0.5 (1/2),64 (p)
70,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
46,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
72,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
48,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
73,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
49,1.0 (1),0.32083333333333336 (~1/4),64 (p)
71,1.0 (1),0.17916666666666667 (~3/16),64 (p)
77,0.5 (1/2),0.5 (1/2),64 (p)
75,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
70,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
73,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
71,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
72,1.0 (1),0.32083333333333336 (~1/4),64 (p)
70,0.5 (1/2),0.5 (1/2),64 (p)
68,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
74,1.0 (1),0.32083333333333336 (~1/4),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
70,2.0 (~9/8),0.17916666666666667 (~3/16),64 (p)
75,2.0 (~9/8),0.5 (1/2),64 (p)
46,0.5 (1/2),0.5 (1/2),64 (p)
44,0.5 (1/2),0.5 (1/2),64 (p)
42,0.5 (1/2),0.5 (1/2),64 (p)
73,2.0 (~9/8),0.32083333333333336 (~1/4),64 (p)
72,0.5 (1/2),0.5 (1/2),64 (p)
73,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
39,1.0 (1),0.32083333333333336 (~1/4),64 (p)
75,0.5 (1/2),0.5 (1/2),64 (p)
68,1.0 (1),0.17916666666666667 (~3/16),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
73,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
70,1.5 (~9/8),0.17916666666666667 (~3/16),64 (p)
75,0.5 (1/2),0.5 (1/2),64 (p)
76,0.5 (1/2),0.5 (1/2),64 (p)
70,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
68,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
71,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
66,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
73,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
65,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
75,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
63,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
71,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
66,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
70,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
71,1.5 (~9/8),0.17916666666666667 (~3/16),64 (p)
68,0.5 (1/2),0.5 (1/2),64 (p)
66,0.5 (1/2),0.5 (1/2),64 (p)
65,1.0 (1),0.32083333333333336 (~1/4),64 (p)
70,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
56,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
68,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
66,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
67,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
68,3.5 (~9/8),0.5 (1/2),64 (p)
70,1.0 (1),1.0 (1),64 (p)
72,0.5 (1/2),0.5 (1/2),64 (p)
74,0.5 (1/2),0.5 (1/2),64 (p)
75,1.5 (~9/8),0.5 (1/2),64 (p)
55,0.25 (1/4),0.25 (1/4),64 (p)
53,0.25 (1/4),0.07083333333333333 (~1/16),64 (p)
67,1.0 (1),0.17916666666666667 (~3/16),64 (p)
55,1.0 (1),0.5 (1/2),64 (p)
73,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
68,1.0 (1),0.17916666666666667 (~3/16),64 (p)
72,0.5 (1/2),0.5 (1/2),64 (p)
74,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
63,1.5 (~9/8),0.17916666666666667 (~3/16),64 (p)
75,2.0 (~9/8),0.5 (1/2),64 (p)
51,0.5 (1/2),0.5 (1/2),64 (p)
53,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
62,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
54,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
63,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
74,1.0 (1),0.32083333333333336 (~1/4),64 (p)
65,0.5 (1/2),0.17916666666666667 (~3/16),64 (p)
58,0.5 (1/2),0.32083333333333336 (~1/4),64 (p)
