event,duration,transition,velocity
64,0.5625 (~1/2),0.5 (1/2),64 (p)
68,0.5 (1/2),0.5 (1/2),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
76,0.5 (1/2),0.5 (1/2),64 (p)
75,0.5 (1/2),0.5 (1/2),64 (p)
76,0.5 (1/2),0.5 (1/2),64 (p)
73,0.1375 (~1/8),0.125 (1/8),72 (mp)
75,0.1375 (~1/8),0.125 (1/8),60 (pp)
73,0.25 (1/4),0.25 (1/4),77 (mp)
71,0.5 (1/2),0.5 (1/2),64 (p)
73,0.5 (1/2),0.5 (1/2),64 (p)
76,1.5 (~9/8),0.5 (1/2),64 (p)
56,0.5 (1/2),0.5 (1/2),64 (p)
54,0.5 (1/2),0.5 (1/2),64 (p)
71,0.1375 (~1/8),0.125 (1/8),72 (mp)
73,0.1375 (~1/8),0.125 (1/8),60 (pp)
71,0.25 (1/4),0.25 (1/4),64 (p)
69,0.5 (1/2),0.5 (1/2),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
76,1.5 (~9/8),0.5 (1/2),64 (p)
57,0.5 (1/2),0.5 (1/2),64 (p)
56,0.5 (1/2),0.5 (1/2),64 (p)
69,0.5 (1/2),0.5 (1/2),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
73,0.5 (1/2),0.5 (1/2),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
73,0.5 (1/2),0.5 (1/2),64 (p)
69,0.5 (1/2),0.5 (1/2),64 (p)
68,0.5 (1/2),0.5 (1/2),64 (p)
71,0.5 (1/2),0.5 (1/2),64 (p)
76,0.5 (1/2),0.5 (1/2),64 (p)
80,2.0 (~9/8),0.5 (1/2),64 (p)
63,0.5 (1/2),0.5 (1/2),64 (p)
64,0.5 (1/2),0.5 (1/2),64 (p)
58,3.0 (~9/8),0.5 (1/2),64 (p)
78,0.5 (1/2),0.5 (1/2),64 (p)
76,0.5 (1/2),0.5 (1/2),64 (p)
75,0.5 (1/2),0.5 (1/2),64 (p)
76,0.5 (1/2),0.5 (1/2),64 (p)
73,0.4583333333333333 (~1/2),0.5 (1/2),64 (p)
47,0.5 (1/2),0.0125 (~1/64),64 (p)
73,0.1375 (~1/8),0.125 (1/8),74 (mp)
75,0.1375 (~1/8),0.125 (1/8),43 (ppp)
76,0.1375 (~1/8),0.125 (1/8),47 (ppp)
