event,duration,transition,velocity
pause,0.5 (1/2),0.5 (1/2),0
72,0.25 (1/4),0.25 (1/4),64 (p)
71,0.25 (1/4),0.25 (1/4),64 (p)
72,0.5 (1/2),0.5 (1/2),64 (p)
67,0.5 (1/2),0.5 (1/2),64 (p)
68,0.5 (1/2),0.5 (1/2),64 (p)
72,0.2625 (~1/4),0.25 (1/4),64 (p)
71,0.25 (1/4),0.25 (1/4),64 (p)
72,0.5 (1/2),0.5 (1/2),64 (p)
74,0.5 (1/2),0.5 (1/2),64 (p)
67,0.5 (1/2),0.5 (1/2),64 (p)
72,0.25 (1/4),0.25 (1/4),64 (p)
71,0.25 (1/4),0.25 (1/4),64 (p)
72,0.5 (1/2),0.5 (1/2),64 (p)
74,0.5 (1/2),0.5 (1/2),64 (p)
65,0.25 (1/4),0.25 (1/4),64 (p)
67,0.25 (1/4),0.25 (1/4),64 (p)
68,1.0375 (~1),1.0 (1),64 (p)
67,0.25 (1/4),0.25 (1/4),64 (p)
65,0.25 (1/4),0.25 (1/4),64 (p)
63,0.25 (1/4),0.25 (1/4),64 (p)
72,0.25 (1/4),0.25 (1/4),64 (p)
79,0.25 (1/4),0.25 (1/4),64 (p)
78,0.25 (1/4),0.25 (1/4),64 (p)
79,0.5 (1/2),0.25 (1/4),64 (p)
65,0.25 (1/4),0.25 (1/4),64 (p)
72,0.5 (1/2),0.25 (1/4),64 (p)
62,0.25 (1/4),0.25 (1/4),64 (p)
75,0.5 (1/2),0.5 (1/2),64 (p)
79,0.25 (1/4),0.25 (1/4),64 (p)
78,0.25 (1/4),0.25 (1/4),64 (p)
79,0.5 (1/2),0.5 (1/2),64 (p)
81,0.5 (1/2),0.5 (1/2),64 (p)
74,0.5 (1/2),0.5 (1/2),64 (p)
79,0.25 (1/4),0.25 (1/4),64 (p)
78,0.1875 (3/16),0.25 (1/4),64 (p)
79,0.5 (1/2),0.5 (1/2),64 (p)
81,0.5 (1/2),0.5 (1/2),64 (p)
72,0.25 (1/4),0.25 (1/4),64 (p)
74,0.25 (1/4),0.25 (1/4),64 (p)
75,1.0 (1),0.5 (1/2),64 (p)
69,0.5 (1/2),0.5 (1/2),64 (p)
74,0.25 (1/4),0.25 (1/4),64 (p)
72,0.25 (1/4),0.25 (1/4),64 (p)
70,0.5 (1/2),0.5 (1/2),64 (p)
75,0.25 (1/4),0.25 (1/4),64 (p)
74,0.25 (1/4),0.25 (1/4),64 (p)
75,0.5 (1/2),0.25 (1/4),64 (p)
60,0.25 (1/4),0.25 (1/4),64 (p)
67,0.5 (1/2),0.25 (1/4),64 (p)
63,0.25 (1/4),0.25 (1/4),64 (p)
68,0.5 (1/2),0.25 (1/4),64 (p)
67,0.25 (1/4),0.25 (1/4),64 (p)
77,0.25 (1/4),0.25 (1/4),64 (p)
75,0.1916666666666666 (~3/16),0.25 (1/4),64 (p)
77,0.5 (1/2),0.25 (1/4),64 (p)
62,0.25 (1/4),0.25 (1/4),64 (p)
69,0.5 (1/2),0.25 (1/4),64 (p)
65,0.25 (1/4),0.25 (1/4),64 (p)
70,0.5 (1/2),0.25 (1/4),64 (p)
69,0.25 (1/4),0.25 (1/4),64 (p)
79,0.25 (1/4),0.25 (1/4),64 (p)
77,0.25 (1/4),0.25 (1/4),64 (p)
79,0.4 (~1/2),0.25 (1/4),64 (p)
63,0.25 (1/4),0.25 (1/4),64 (p)
71,0.4833333333333333 (~1/2),0.25 (1/4),64 (p)
67,0.25 (1/4),0.25 (1/4),64 (p)
72,0.4541666666666666 (~1/2),0.25 (1/4),64 (p)
67,0.25 (1/4),0.25 (1/4),64 (p)
74,0.25 (1/4),0.25 (1/4),64 (p)
75,0.25 (1/4),0.25 (1/4),64 (p)
77,1.5 (~9/8),0.5 (1/2),64 (p)
72,0.25 (1/4),0.25 (1/4),64 (p)
71,0.25 (1/4),0.25 (1/4),64 (p)
72,0.6916666666666667 (~3/4),0.5 (1/2),64 (p)
75,0.25 (1/4),0.25 (1/4),64 (p)
74,0.25 (1/4),0.25 (1/4),64 (p)
72,0.25 (1/4),0.25 (1/4),64 (p)
70,0.25 (1/4),0.25 (1/4),64 (p)
68,0.25 (1/4),0.25 (1/4),64 (p)
67,0.25 (1/4),0.25 (1/4),64 (p)
65,0.5541666666666667 (~1/2),0.5 (1/2),64 (p)
80,0.4375 (~1/2),0.25 (1/4),64 (p)
59,0.25 (1/4),0.25 (1/4),64 (p)
79,0.3916666666666666 (~1/2),0.5 (1/2),64 (p)
77,0.4 (~1/2),0.5 (1/2),64 (p)
75,0.425 (~1/2),0.5 (1/2),64 (p)
74,0.4041666666666667 (~1/2),0.25 (1/4),64 (p)
59,0.2625 (~1/4),0.25 (1/4),64 (p)
75,0.3958333333333333 (~1/2),0.5 (1/2),64 (p)
77,0.4666666666666667 (~1/2),0.5 (1/2),64 (p)
