event,duration,transition,velocity
67,0.1229166666666666 (~1/8),0.125 (1/8),49 (ppp)
71,0.1229166666666666 (~1/8),0.125 (1/8),49 (ppp)
85,0.1229166666666666 (~1/8),0.125 (1/8),39 (pppp)
82,0.1229166666666666 (~1/8),0.125 (1/8),39 (pppp)
77,0.1229166666666666 (~1/8),0.125 (1/8),39 (pppp)
78,0.1229166666666666 (~1/8),0.125 (1/8),39 (pppp)
76,0.1229166666666666 (~1/8),0.125 (1/8),39 (pppp)
73,0.1229166666666666 (~1/8),0.125 (1/8),39 (pppp)
77,0.9854166666666668 (~1),1.25 (~9/8),39 (pppp)
49,0.4979166666666667 (~1/2),0.5 (1/2),39 (pppp)
54,0.4979166666666667 (~1/2),0.5 (1/2),44 (ppp)
51,0.4979166666666667 (~1/2),0.5 (1/2),49 (ppp)
52,0.9479166666666666 (~1),2.0 (~9/8),44 (ppp)
77,0.4979166666666667 (~1/2),0.5 (1/2),64 (p)
75,0.4979166666666667 (~1/2),0.5 (1/2),70 (p)
73,0.4979166666666667 (~1/2),0.5 (1/2),76 (mp)
62,1.4958333333333336 (~9/8),1.0 (1),70 (p)
56,1.4229166666666666 (~9/8),0.5 (1/2),64 (p)
65,0.4979166666666667 (~1/2),0.5 (1/2),64 (p)
61,0.9979166666666668 (~1),1.0 (1),64 (p)
59,0.4729166666666666 (~1/2),0.5 (1/2),64 (p)
87,7.747916666666667 (~9/8),1.0 (1),34 (pppp)
62,0.2479166666666666 (~1/4),0.25 (1/4),39 (pppp)
65,0.2479166666666666 (~1/4),0.25 (1/4),39 (pppp)
73,2.4479166666666665 (~9/8),2.5 (~9/8),39 (pppp)
74,0.4979166666666667 (~1/2),0.5 (1/2),39 (pppp)
69,0.9979166666666668 (~1),1.0 (1),39 (pppp)
61,0.4979166666666667 (~1/2),0.5 (1/2),39 (pppp)
66,1.4979166666666666 (~9/8),1.5 (~9/8),39 (pppp)
65,1.4229166666666666 (~9/8),0.5 (1/2),29 (ppppp)
88,0.4979166666666667 (~1/2),0.5 (1/2),29 (ppppp)
87,0.4729166666666666 (~1/2),5.5 (~9/8),29 (ppppp)
71,1.1375 (~9/8),6.0 (~9/8),49 (ppp)
86,0.4979166666666667 (~1/2),0.5 (1/2),80 (mp)
71,0.1625 (~3/16),0.5 (1/2),49 (ppp)
63,1.4979166666666666 (~9/8),1.0 (1),64 (p)
71,0.48750000000000004 (~1/2),2.0 (~9/8),49 (ppp)
56,0.9479166666666666 (~1),0.5 (1/2),56 (pp)
71,1.1104166666666666 (~9/8),1.5 (~9/8),49 (ppp)
75,0.4979166666666667 (~1/2),0.5 (1/2),49 (ppp)
71,0.325 (~1/4),2.5 (~9/8),49 (ppp)
78,0.2479166666666666 (~1/4),0.0375 (~1/32),81 (mf)
82,0.2083333333333333 (~3/16),0.03958333333333333 (~1/32),81 (mf)
88,0.16875 (~3/16),0.42291666666666666 (~1/2),81 (mf)
71,0.9479166666666666 (~1),0.5 (1/2),49 (ppp)
58,0.1625 (~3/16),0.5 (1/2),54 (pp)
71,0.48750000000000004 (~1/2),2.5 (~9/8),49 (ppp)
60,0.4979166666666667 (~1/2),0.5 (1/2),49 (ppp)
61,0.9979166666666668 (~1),1.0 (1),49 (ppp)
63,0.4979166666666667 (~1/2),0.5 (1/2),59 (pp)
62,2.372916666666667 (~9/8),2.5 (~9/8),64 (p)
71,0.1625 (~3/16),1.5 (~9/8),49 (ppp)
57,0.1625 (~3/16),0.5 (1/2),49 (ppp)
71,0.325 (~1/4),1.5 (~9/8),49 (ppp)
55,0.1625 (~3/16),1.0 (1),49 (ppp)
71,0.1625 (~3/16),1.5 (~9/8),49 (ppp)
53,0.1625 (~3/16),0.5 (1/2),49 (ppp)
71,0.325 (~1/4),1.5 (~9/8),49 (ppp)
52,0.1625 (~3/16),1.0 (1),49 (ppp)
71,2.372916666666667 (~9/8),0.5 (1/2),49 (ppp)
86,1.8979166666666667 (~9/8),6.0 (~9/8),49 (ppp)
61,1.9979166666666663 (~9/8),0.5 (1/2),86 (mf)
46,0.4979166666666667 (~1/2),0.5 (1/2),49 (ppp)
55,2.847916666666667 (~9/8),1.0 (1),86 (mf)
64,1.8979166666666667 (~9/8),0.5 (1/2),86 (mf)
41,0.4979166666666667 (~1/2),0.5 (1/2),55 (pp)
44,1.9479166666666667 (~9/8),0.5 (1/2),58 (pp)
58,0.4979166666666667 (~1/2),0.5 (1/2),86 (mf)
67,0.4729166666666666 (~1/2),0.5 (1/2),91 (f)
69,0.4729166666666666 (~1/2),0.5 (1/2),96 (f)
66,1.8979166666666667 (~9/8),1.0 (1),96 (f)
48,0.9979166666666668 (~1),1.0 (1),49 (ppp)
65,0.9479166666666666 (~1),0.5 (1/2),83 (mf)
51,0.4979166666666667 (~1/2),0.5 (1/2),55 (pp)
53,0.9979166666666668 (~1),1.0 (1),58 (pp)
69,0.4979166666666667 (~1/2),0.5 (1/2),86 (mf)
74,0.4979166666666667 (~1/2),0.5 (1/2),86 (mf)
67,1.9979166666666663 (~9/8),0.5 (1/2),86 (mf)
57,0.4979166666666667 (~1/2),0.5 (1/2),86 (mf)
60,0.4979166666666667 (~1/2),0.5 (1/2),96 (f)
59,0.4979166666666667 (~1/2),0.5 (1/2),88 (mf)
65,3.7979166666666666 (~9/8),0.5 (1/2),80 (mp)
40,0.4979166666666667 (~1/2),0.5 (1/2),49 (ppp)
48,1.4979166666666666 (~9/8),1.5 (~9/8),62 (p)
46,1.4958333333333336 (~9/8),2.5 (~9/8),64 (p)
71,0.9979166666666668 (~1),0.5 (1/2),64 (p)
66,0.4979166666666667 (~1/2),0.5 (1/2),49 (ppp)
75,0.4979166666666667 (~1/2),0.5 (1/2),72 (mp)
71,0.4979166666666667 (~1/2),0.5 (1/2),72 (mp)
62,0.4979166666666667 (~1/2),0.5 (1/2),68 (p)
65,0.4979166666666667 (~1/2),0.5 (1/2),64 (p)
69,0.4979166666666667 (~1/2),0.5 (1/2),68 (p)
67,0.4979166666666667 (~1/2),0.5 (1/2),72 (mp)
63,1.9979166666666663 (~9/8),2.0 (~9/8),71 (mp)
62,0.9479166666666666 (~1),1.5 (~9/8),67 (p)
60,0.4979166666666667 (~1/2),0.25 (1/4),49 (ppp)
71,0.2479166666666666 (~1/4),0.25 (1/4),49 (ppp)
63,1.4979166666666666 (~9/8),1.5 (~9/8),49 (ppp)
64,0.9958333333333333 (~1),1.0 (1),60 (pp)
63,1.1604166666666669 (~9/8),1.5 (~9/8),57 (pp)
55,6.797916666666667 (~9/8),2.0 (~9/8),41 (ppp)
65,0.1625 (~3/16),1.0 (1),33 (pppp)
57,0.1625 (~3/16),4.25 (~9/8),33 (pppp)
77,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
81,0.8729166666666667 (~7/8),0.875 (7/8),64 (p)
77,0.1229166666666666 (~1/8),0.125 (1/8),64 (p)
70,0.8729166666666667 (~7/8),0.875 (7/8),64 (p)
73,0.1229166666666666 (~1/8),0.125 (1/8),64 (p)
72,0.9979166666666668 (~1),0.875 (7/8),64 (p)
83,0.08125 (~3/32),0.125 (1/8),108 (ff)
69,0.7104166666666667 (~3/4),0.75 (3/4),64 (p)
73,0.2354166666666666 (~1/4),0.25 (1/4),64 (p)
76,0.2479166666666666 (~1/4),0.25 (1/4),70 (p)
75,0.2354166666666666 (~1/4),0.25 (1/4),70 (p)
64,0.1229166666666666 (~1/8),0.25 (1/4),70 (p)
66,0.1229166666666666 (~1/8),0.25 (1/4),70 (p)
67,0.2479166666666666 (~1/4),0.25 (1/4),70 (p)
65,0.2354166666666666 (~1/4),0.25 (1/4),70 (p)
74,0.1229166666666666 (~1/8),0.25 (1/4),70 (p)
72,0.1229166666666666 (~1/8),0.25 (1/4),70 (p)
66,0.1229166666666666 (~1/8),0.25 (1/4),70 (p)
68,0.1229166666666666 (~1/8),0.25 (1/4),70 (p)
